PropertyID,Neighborhood,PropertyType,SquareFeet,Bedrooms,Bathrooms,YearBuilt,PropertyAge,LotSize,GarageCapacity,HasPool,HasFireplace,RenovationYear,YearsSinceRenovation,Condition,EnergyRating,SchoolRating,CrimeRate,DistanceToCenter,HOAFee,DaysOnMarket,ListingDate,Price
PROP_002395,Industrial,Townhouse,1208.0,3,2.0,2018,6,0.16,3,0,1,0,6,9.2,A,6.0,31,8.4,209,128,2024-06-03,252000
PROP_002396,Suburbs,Single Family,1712.0,2,2.5,1994,30,0.13,1,0,1,0,30,9.9,D,7.0,11,12.9,52,19,2024-08-16,356000
PROP_002397,Midtown,Single Family,1496.0,3,3.5,2015,9,0.08,0,1,1,0,9,10.0,A,6.0,22,1.8,0,5,2024-09-15,479000
PROP_002398,Downtown,Condo,1292.0,2,2.0,1936,88,0.0,1,0,1,0,88,5.7,F,6.0,28,1.5,370,74,2024-07-21,301000
PROP_002399,Tech Hub,Single Family,1362.0,3,3.0,1966,58,0.35,2,0,1,0,58,6.7,D,8.0,14,4.9,0,5,2024-09-15,388000
PROP_002400,Tech Hub,Multi-Family,1889.0,3,2.5,1970,54,0.41,3,0,0,2016,8,8.2,B,9.0,15,5.5,0,67,2024-07-18,576000
PROP_002401,Suburbs,Single Family,1696.0,3,3.0,1982,42,0.45,2,0,0,0,42,7.3,D,8.0,10,11.1,192,52,2024-08-03,333000
PROP_002402,Downtown,Ranch,1639.0,3,2.0,2012,12,0.14,3,0,1,0,12,9.7,A,5.0,23,0.1,0,38,2024-07-29,519000
PROP_002403,Suburbs,Ranch,1443.0,2,2.5,1982,42,0.43,0,0,0,0,42,7.2,F,9.0,9,11.7,0,126,2024-06-21,243000
PROP_002404,Suburbs,Single Family,1658.0,3,3.0,1963,61,0.05,0,0,0,0,61,5.1,F,9.0,8,13.4,0,17,2024-09-08,274000
PROP_002405,Tech Hub,Single Family,1073.0,2,2.0,1938,86,0.19,2,0,1,0,86,4.2,D,7.0,16,6.0,70,4,2024-10-21,234000
PROP_002406,Historic District,Multi-Family,1633.0,2,2.5,1942,82,0.47,3,0,0,0,82,3.2,D,7.0,10,3.2,107,179,2024-04-21,443000
PROP_002407,Suburbs,Ranch,1388.0,3,2.5,2010,14,0.3,2,0,1,2007,17,10.0,F,,7,13.7,0,26,2024-09-07,360000
PROP_002408,Uptown,Condo,1305.0,2,2.0,1988,36,0.0,0,0,0,0,36,6.7,D,8.0,9,4.1,369,25,2024-09-27,344000
PROP_002409,Residential Park,Single Family,500.0,1,1.5,2008,16,0.31,1,0,1,0,16,9.5,E,10.0,9,10.1,0,4,2024-10-08,121000
PROP_002410,Suburbs,Condo,1018.0,2,2.0,2005,19,0.0,1,1,0,2005,19,9.7,F,7.0,11,13.5,433,61,2024-07-05,297000
PROP_002411,Tech Hub,Townhouse,1211.0,2,1.0,1953,71,0.25,1,0,1,0,71,5.1,D,9.0,11,5.3,179,57,2024-07-22,307000
PROP_002412,Midtown,Single Family,559.0,1,1.0,1955,69,0.48,0,0,0,2004,20,7.7,E,8.0,22,3.6,0,7,2024-10-16,105000
PROP_002413,Suburbs,Townhouse,1308.0,3,2.5,2010,14,1.18,3,0,1,2011,13,10.0,D,7.0,4,12.5,144,11,2024-10-15,417000
PROP_002414,Downtown,Single Family,1637.0,4,3.0,2007,17,0.37,2,0,0,0,17,9.5,D,7.0,24,0.8,0,1,2024-10-11,568000
PROP_002415,Waterfront,Single Family,1694.0,3,3.0,1981,43,0.26,2,0,0,0,43,7.6,D,7.0,8,2.8,70,99,2024-07-04,589000
PROP_002416,Residential Park,Single Family,500.0,1,1.0,1941,83,0.05,0,1,0,2002,22,6.0,E,8.0,7,9.4,94,12,2024-08-25,98000
PROP_002417,Suburbs,Single Family,2083.0,3,2.5,1923,101,0.14,0,1,0,0,101,2.7,E,8.0,10,12.6,0,117,2024-06-30,262000
PROP_002418,Downtown,Single Family,1031.0,2,2.5,1973,51,0.25,2,0,1,0,51,5.9,F,6.0,23,0.5,0,38,2024-08-17,291000
PROP_002419,Downtown,Condo,1105.0,2,2.5,1922,102,0.0,2,0,0,0,102,2.4,D,6.0,22,0.2,550,24,2024-08-21,243000
PROP_002420,Suburbs,Single Family,1770.0,3,2.0,1967,57,0.17,2,0,0,0,57,8.3,D,7.0,11,11.5,0,1,2024-09-27,299000
PROP_002421,Midtown,Single Family,961.0,2,2.0,1985,39,0.97,2,1,0,0,39,6.8,E,7.0,20,2.2,55,4,2024-09-11,313000
PROP_002422,Downtown,Single Family,1730.0,3,2.5,1951,73,0.1,2,0,1,0,73,6.2,D,5.0,30,1.2,60,7,2024-10-22,384000
PROP_002423,University Area,Ranch,1445.0,3,2.0,1949,75,0.41,0,0,0,0,75,5.2,D,6.0,25,7.5,113,5,2024-09-12,194000
PROP_002424,Suburbs,Condo,500.0,2,1.0,2018,6,0.0,1,1,0,2021,3,10.0,A,7.0,9,13.5,593,13,2024-10-02,157000
PROP_002425,Uptown,Condo,1250.0,2,1.0,1998,26,0.0,2,0,1,2003,21,10.0,E,8.0,17,5.6,592,7,2024-09-04,438000
PROP_002426,Residential Park,Condo,667.0,1,1.0,2020,4,0.0,1,0,1,2013,11,10.0,A,10.0,8,10.7,344,49,2024-08-01,214000
PROP_002427,Midtown,Ranch,1258.0,3,2.5,1978,46,0.11,1,1,1,0,46,5.2,D,7.0,20,2.7,0,15,2024-10-15,336000
PROP_002428,Residential Park,Single Family,1198.0,3,3.5,2004,20,0.05,1,0,1,2013,11,10.0,F,10.0,10,11.7,0,57,2024-07-25,374000
PROP_002429,Suburbs,Townhouse,1295.0,2,2.5,1963,61,0.22,1,0,0,2014,10,7.9,D,9.0,10,11.9,219,6,2024-10-14,256000
PROP_002430,Industrial,Townhouse,1179.0,2,2.0,2000,24,0.23,3,0,1,0,24,8.1,E,5.0,35,7.4,121,10,2024-10-09,201000
PROP_002431,Historic District,Condo,1064.0,2,1.0,1953,71,0.0,0,0,1,0,71,3.1,E,7.0,10,0.7,393,69,2024-07-17,310000
PROP_002432,University Area,Single Family,730.0,1,1.0,1920,104,1.04,1,1,1,0,104,2.7,D,7.0,18,7.6,0,45,2024-08-12,151000
PROP_002433,Residential Park,Townhouse,940.0,1,1.0,2020,4,0.05,2,1,0,2003,21,10.0,A,8.0,10,10.1,114,4,2024-10-16,275000
PROP_002434,Uptown,Single Family,1342.0,3,3.5,1996,28,,2,0,1,0,28,8.7,D,8.0,13,4.5,0,144,2024-05-14,395000
PROP_002435,Residential Park,Condo,1469.0,4,4.0,2019,5,0.0,2,0,0,2000,24,10.0,A,10.0,6,11.4,328,64,2024-08-03,578000
PROP_002436,Suburbs,Townhouse,1160.0,2,1.5,1977,47,1.28,3,0,1,2012,12,9.8,D,7.0,5,12.1,285,36,2024-08-10,336000
PROP_002437,Suburbs,Single Family,1942.0,3,2.0,1977,47,0.86,2,0,0,2015,9,7.8,E,,5,13.6,116,18,2024-08-24,452000
PROP_002438,Suburbs,Multi-Family,2023.0,4,3.5,1984,40,0.37,2,0,0,0,40,7.6,D,7.0,6,12.0,180,4,2024-09-18,371000
PROP_002439,Waterfront,Single Family,1158.0,3,2.0,2006,18,0.22,1,0,0,2021,3,10.0,C,8.0,14,4.2,0,19,2024-10-08,503000
PROP_002440,Midtown,Multi-Family,1851.0,4,3.0,1997,27,0.05,1,0,0,0,27,7.8,F,7.0,18,3.0,78,17,2024-09-13,414000
PROP_002441,Historic District,Condo,849.0,2,2.5,2019,5,0.0,2,0,1,0,5,10.0,A,6.0,10,1.1,455,3,2024-09-23,324000
PROP_002442,Waterfront,Single Family,1701.0,4,3.0,1927,97,0.26,2,1,1,2012,12,6.3,E,7.0,14,2.4,0,68,2024-06-26,562000
PROP_002443,University Area,Single Family,2087.0,4,3.0,2007,17,0.39,3,0,1,0,17,8.1,E,5.0,18,5.3,0,24,2024-08-24,465000
PROP_002444,University Area,Ranch,1743.0,3,2.5,1977,47,0.3,2,0,0,0,47,6.6,E,5.0,23,7.0,146,99,2024-06-17,305000
PROP_002445,Suburbs,Single Family,1993.0,4,3.5,1960,64,0.38,2,0,1,0,64,4.9,D,8.0,9,11.0,0,7,2024-09-03,392000
PROP_002446,Suburbs,Single Family,917.0,2,2.5,1993,31,0.17,0,0,1,0,31,7.4,F,8.0,13,13.0,110,17,2024-09-29,153000
PROP_002447,Uptown,Single Family,1192.0,3,2.0,1992,32,0.39,0,0,0,0,32,8.5,E,8.0,12,5.3,0,14,2024-10-08,306000
PROP_002448,Midtown,Condo,682.0,2,1.0,1954,70,0.0,1,0,1,0,70,5.3,D,8.0,23,1.9,320,90,2024-06-06,167000
PROP_002449,Downtown,Condo,994.0,1,1.0,1963,61,0.0,0,0,0,0,61,7.0,E,6.0,24,1.7,394,31,2024-08-02,255000
PROP_002450,Suburbs,Single Family,1220.0,3,3.5,1984,40,0.05,1,0,0,0,40,5.8,E,7.0,4,11.5,0,6,2024-09-19,239000
PROP_002451,Uptown,Single Family,1764.0,4,3.0,1984,40,0.66,1,0,0,2005,19,9.6,D,8.0,8,5.9,0,19,2024-09-28,513000
PROP_002452,Residential Park,Single Family,934.0,2,2.5,1976,48,0.05,2,0,0,0,48,7.6,E,10.0,6,9.7,0,129,2024-06-14,243000
PROP_002453,Historic District,Single Family,1421.0,3,2.5,1955,69,0.49,2,0,0,0,69,5.5,E,8.0,18,2.0,66,36,2024-08-05,471000
PROP_002454,Suburbs,Condo,1106.0,4,3.0,1921,103,0.0,2,0,0,0,103,1.8,D,8.0,11,13.9,354,1,2024-10-22,210000
PROP_002455,Historic District,Townhouse,500.0,1,1.0,2022,2,0.19,1,0,1,0,2,8.8,A,6.0,10,3.2,285,2,2024-10-12,141000
PROP_002456,Midtown,Single Family,2460.0,4,3.5,2020,4,0.74,1,0,0,0,4,10.0,A,8.0,19,3.0,0,12,2024-09-17,763000
PROP_002457,Suburbs,Single Family,1258.0,3,2.0,1991,33,0.26,3,0,0,0,33,7.3,F,7.0,9,12.1,0,43,2024-07-26,272000
PROP_002458,Historic District,Single Family,500.0,2,1.0,2023,1,0.07,0,0,1,0,1,9.2,A,8.0,19,2.6,0,12,2024-10-11,126000
PROP_002459,Suburbs,Ranch,1663.0,3,2.5,2004,20,0.1,3,0,0,2003,21,10.0,D,9.0,4,12.4,0,85,2024-06-28,439000
PROP_002460,Suburbs,Ranch,1613.0,3,2.5,1939,85,0.76,1,0,1,2002,22,6.1,D,7.0,12,11.3,0,44,2024-09-03,298000
PROP_002461,Residential Park,Multi-Family,1950.0,4,3.5,1951,73,0.17,2,0,0,0,73,6.3,F,8.0,4,11.4,116,16,2024-09-10,411000
PROP_002462,Industrial,Single Family,1895.0,4,4.0,2019,5,0.27,0,0,0,0,5,7.9,A,6.0,32,9.6,0,22,2024-09-04,312000
PROP_002463,Historic District,Single Family,1773.0,3,3.5,2001,23,0.18,0,0,0,2015,9,10.0,F,6.0,15,1.7,0,21,2024-10-10,573000
PROP_002464,Historic District,Single Family,1548.0,3,3.0,2015,9,0.14,1,0,1,0,9,10.0,A,7.0,20,2.5,0,16,2024-09-18,457000
PROP_002465,Historic District,Single Family,1625.0,3,3.5,2018,6,0.08,2,0,0,0,6,10.0,A,7.0,16,0.6,0,44,2024-08-16,556000
PROP_002466,Uptown,Condo,868.0,2,1.0,1988,36,0.0,1,0,0,2006,18,10.0,E,9.0,16,3.6,301,10,2024-10-21,260000
PROP_002467,Suburbs,Townhouse,1821.0,4,3.0,1933,91,0.38,2,0,1,0,91,3.5,F,8.0,13,12.7,254,15,2024-08-24,328000
PROP_002468,Downtown,Multi-Family,1112.0,2,2.5,1961,63,0.1,1,0,1,0,63,6.7,E,7.0,30,0.3,0,4,2024-08-30,265000
PROP_002469,Suburbs,Multi-Family,2083.0,4,4.0,1938,86,0.47,1,0,0,0,86,4.2,F,7.0,8,13.8,81,21,2024-10-05,272000
PROP_002470,Waterfront,Single Family,1432.0,3,3.5,1961,63,0.58,3,0,1,0,63,5.3,D,6.0,13,4.5,0,2,2024-10-19,459000
PROP_002471,Uptown,Townhouse,1484.0,3,3.5,1984,40,0.76,2,0,0,2016,8,7.1,C,8.0,17,5.0,265,1,2024-09-13,450000
PROP_002472,Residential Park,Single Family,978.0,2,1.0,1951,73,0.05,2,0,0,0,73,4.7,E,8.0,10,12.0,0,46,2024-08-20,173000
PROP_002473,Residential Park,Single Family,528.0,1,1.0,1958,66,0.11,1,0,0,0,66,6.7,E,9.0,10,9.7,51,7,2024-10-20,76000
PROP_002474,Tech Hub,Townhouse,1254.0,3,2.0,1988,36,0.59,1,0,0,0,36,5.9,D,9.0,17,6.8,248,1,2024-10-21,356000
PROP_002475,Waterfront,Single Family,1540.0,4,3.5,1978,46,0.07,3,1,0,2023,1,10.0,D,7.0,10,2.9,0,3,2024-10-01,683000
PROP_002476,Industrial,Condo,1346.0,2,1.5,1990,34,0.0,1,0,0,0,34,8.1,E,5.0,30,8.8,220,9,2024-10-07,195000
PROP_002477,Midtown,Single Family,764.0,2,2.5,1986,38,0.61,2,0,0,0,38,,E,6.0,21,2.3,0,57,2024-07-24,207000
PROP_002478,University Area,Townhouse,1604.0,3,3.5,2002,22,0.12,1,0,0,2014,10,10.0,F,5.0,24,6.3,145,1,2024-10-05,431000
PROP_002479,Midtown,Townhouse,2028.0,4,3.5,2020,4,0.16,3,0,0,0,4,10.0,A,6.0,21,3.3,213,58,2024-07-16,679000
PROP_002480,University Area,Single Family,1211.0,3,3.5,1950,74,0.18,1,0,1,2010,14,6.6,E,6.0,17,6.0,0,40,2024-07-30,238000
PROP_002481,Uptown,Multi-Family,1225.0,3,3.0,1947,77,0.57,1,0,1,0,77,4.2,E,7.0,13,4.5,0,32,2024-09-02,227000
PROP_002482,Industrial,Single Family,1196.0,2,1.5,2015,9,0.12,2,1,0,0,9,10.0,A,6.0,27,7.6,0,108,2024-07-02,210000
PROP_002483,Residential Park,Condo,904.0,1,1.0,1992,32,0.0,3,0,1,0,32,7.5,E,9.0,4,11.3,221,79,2024-08-01,266000
PROP_002484,Midtown,Townhouse,1397.0,2,2.5,2010,14,0.29,3,0,0,0,14,8.9,D,7.0,21,2.7,116,24,2024-10-07,420000
PROP_002485,Suburbs,Townhouse,993.0,2,1.5,1965,59,0.22,2,0,0,0,59,7.4,F,8.0,12,11.8,196,1,2024-09-26,201000
PROP_002486,Residential Park,Ranch,2222.0,3,3.0,2014,10,0.12,2,0,0,0,10,9.3,A,10.0,8,9.8,0,55,2024-08-23,613000
PROP_002487,Suburbs,Single Family,842.0,2,2.0,2019,5,0.08,2,0,0,2012,12,10.0,A,9.0,8,11.9,0,2,2024-10-01,203000
PROP_002488,Industrial,Townhouse,591.0,1,1.0,2001,23,0.29,2,0,1,0,23,8.0,D,4.0,30,9.1,266,14,2024-09-17,81000
PROP_002489,Historic District,Condo,1232.0,3,2.5,1949,75,0.0,2,0,1,0,75,4.3,D,6.0,17,2.3,273,30,2024-09-20,444000
PROP_002490,Suburbs,Ranch,690.0,1,1.5,2018,6,0.72,1,1,0,2005,19,10.0,A,8.0,4,13.5,0,4,2024-10-23,188000
PROP_002491,Uptown,Single Family,1297.0,2,1.5,2012,12,0.2,2,0,0,2019,5,10.0,A,7.0,11,4.7,0,51,2024-07-25,395000
PROP_002492,Uptown,Townhouse,2291.0,5,5.0,2010,14,0.22,2,0,0,0,14,9.5,E,9.0,13,3.9,257,17,2024-08-30,731000
PROP_002493,University Area,Condo,896.0,2,1.5,1930,94,0.0,2,0,0,0,94,2.8,D,5.0,17,7.9,416,20,2024-09-10,152000
PROP_002494,Suburbs,Single Family,839.0,2,2.5,2012,12,0.47,2,0,1,2015,9,10.0,A,7.0,10,13.7,0,47,2024-09-05,244000
PROP_002495,Waterfront,Condo,882.0,1,1.0,1954,70,0.0,1,1,1,0,70,6.6,E,7.0,7,2.8,490,22,2024-10-05,295000
PROP_002496,Suburbs,Single Family,1374.0,3,3.0,1966,58,0.09,1,0,0,0,58,,E,9.0,6,13.7,0,11,2024-09-24,239000
PROP_002497,Historic District,Condo,948.0,2,2.5,1997,27,0.0,1,0,1,0,27,7.8,D,8.0,19,2.7,483,8,2024-09-15,321000
PROP_002498,Industrial,Multi-Family,2397.0,4,3.0,1971,53,0.27,1,0,0,2003,21,6.5,D,6.0,34,8.2,0,57,2024-08-15,313000
PROP_002499,Residential Park,Condo,588.0,2,2.5,2003,21,0.0,1,0,1,0,21,8.3,E,8.0,6,10.4,567,62,2024-08-15,185000
PROP_002500,Suburbs,Condo,1406.0,2,2.5,2000,24,0.0,3,0,0,0,24,8.7,F,9.0,8,12.3,570,9,2024-09-24,347000
PROP_002501,University Area,Condo,973.0,1,1.0,1950,74,0.0,2,0,1,0,74,4.7,E,5.0,16,7.4,576,17,2024-08-18,176000
PROP_002502,University Area,Single Family,1763.0,3,3.5,2003,21,0.11,2,0,0,0,21,,E,6.0,16,5.5,167,141,2024-05-29,381000
PROP_002503,Historic District,Single Family,1085.0,1,1.0,2019,5,0.05,1,0,0,0,5,10.0,A,8.0,12,0.7,156,186,2024-03-22,269000
PROP_002504,Residential Park,Condo,1285.0,3,2.0,1957,67,0.0,3,0,1,0,67,4.1,F,9.0,3,10.5,534,39,2024-09-16,351000
PROP_002505,Uptown,Single Family,1271.0,3,3.5,1999,25,0.05,2,0,0,0,25,9.2,D,7.0,10,3.9,141,63,2024-08-12,351000
PROP_002506,Midtown,Single Family,1538.0,3,3.0,1978,46,0.38,0,0,1,0,46,6.2,D,8.0,16,2.7,0,62,2024-07-11,365000
PROP_002507,Industrial,Condo,620.0,1,1.5,1989,35,0.0,2,0,0,2017,7,8.8,B,4.0,28,9.9,401,22,2024-09-21,91000
PROP_002508,Suburbs,Single Family,901.0,2,1.5,1973,51,0.14,3,0,1,0,51,6.6,D,9.0,12,13.0,142,2,2024-10-13,191000
PROP_002509,University Area,Single Family,1744.0,4,3.0,1979,45,0.05,0,0,1,0,45,8.1,F,5.0,24,7.9,0,60,2024-08-19,348000
PROP_002510,Industrial,Condo,766.0,1,1.0,1928,96,0.0,2,0,0,0,96,5.6,D,4.0,35,9.2,432,6,2024-09-15,89000
PROP_002511,Downtown,Single Family,973.0,2,2.0,2022,2,0.32,3,0,0,2012,12,10.0,A,5.0,22,0.1,0,15,2024-08-30,354000
PROP_002512,Industrial,Ranch,1342.0,3,2.5,2001,23,0.06,0,0,1,0,23,7.2,F,5.0,25,9.7,99,17,2024-10-05,178000
PROP_002513,Suburbs,Multi-Family,2419.0,6,5.0,1992,32,0.14,2,0,0,0,32,8.2,E,9.0,11,11.6,0,19,2024-09-18,512000
PROP_002514,Waterfront,Townhouse,979.0,2,2.5,1982,42,0.8,1,0,1,0,42,5.9,D,6.0,6,4.6,290,28,2024-08-24,326000
PROP_002515,Historic District,Single Family,1341.0,2,1.5,1995,29,0.18,1,0,0,0,29,8.8,E,8.0,12,2.7,182,31,2024-08-18,374000
PROP_002516,Residential Park,Townhouse,1205.0,3,3.5,1982,42,0.49,2,1,1,2014,10,9.6,D,8.0,2,11.5,250,29,2024-09-24,421000
PROP_002517,Downtown,Multi-Family,849.0,2,2.5,1980,44,0.79,0,0,0,0,44,8.4,D,7.0,25,0.3,114,7,2024-10-09,210000
PROP_002518,Suburbs,Townhouse,685.0,1,1.5,1989,35,1.1,2,0,1,0,35,8.7,F,7.0,8,13.4,149,47,2024-07-29,160000
PROP_002519,Tech Hub,Single Family,1568.0,3,2.0,1972,52,,0,0,0,0,52,6.7,F,7.0,9,5.8,0,70,2024-07-30,417000
PROP_002520,Tech Hub,Condo,678.0,2,2.5,1960,64,0.0,1,1,1,2014,10,7.8,E,8.0,12,4.2,480,27,2024-09-14,298000
PROP_002521,Tech Hub,Multi-Family,2634.0,6,5.0,1996,28,0.99,2,0,0,2006,18,9.2,D,9.0,18,6.7,0,81,2024-06-14,968000
PROP_002522,Midtown,Condo,1190.0,2,1.0,2015,9,0.0,1,0,0,0,9,8.5,A,7.0,17,3.6,331,26,2024-08-10,380000
PROP_002523,Uptown,Condo,1115.0,2,2.5,1956,68,0.0,1,0,1,2003,21,7.4,D,7.0,12,4.7,547,37,2024-08-01,294000
PROP_002524,Suburbs,Condo,1445.0,2,2.5,1929,95,0.0,2,0,1,0,95,2.6,D,8.0,7,12.4,411,3,2024-09-25,246000
PROP_002525,University Area,Condo,875.0,2,2.0,1969,55,0.0,3,0,1,2022,2,8.1,C,6.0,17,6.2,401,7,2024-09-16,225000
PROP_002526,Uptown,Single Family,1724.0,3,2.5,2022,2,0.45,2,0,0,0,2,9.4,A,8.0,9,4.8,106,65,2024-07-07,531000
PROP_002527,Uptown,Condo,724.0,1,1.0,2014,10,0.0,2,0,1,0,10,9.9,A,8.0,9,5.5,346,12,2024-10-13,237000
PROP_002528,Residential Park,Single Family,2626.0,5,5.0,1999,25,0.05,2,0,1,0,25,8.3,E,10.0,6,10.7,0,4,2024-10-21,718000
PROP_002529,Downtown,Condo,1495.0,3,2.5,2020,4,0.0,3,0,1,0,4,10.0,A,6.0,23,0.1,459,37,2024-08-28,656000
PROP_002530,Residential Park,Single Family,1405.0,3,3.0,1988,36,0.98,1,0,0,2011,13,,E,8.0,4,9.9,0,4,2024-09-07,445000
PROP_002531,Tech Hub,Condo,1015.0,2,2.0,2023,1,0.0,1,0,0,0,1,8.8,A,7.0,11,6.0,493,51,2024-08-07,405000
PROP_002532,University Area,Single Family,2079.0,4,3.5,1974,50,0.15,0,0,1,0,50,7.2,D,6.0,18,6.9,0,52,2024-07-14,377000
PROP_002533,Uptown,Townhouse,1148.0,3,2.5,1968,56,0.55,1,0,0,0,56,6.1,E,8.0,14,4.6,103,27,2024-09-25,281000
PROP_002534,Downtown,Townhouse,970.0,2,2.0,2002,22,0.05,3,0,1,0,22,8.3,E,6.0,22,0.2,174,52,2024-08-03,345000
PROP_002535,University Area,Single Family,1836.0,3,2.5,1981,43,0.16,2,0,0,2002,22,8.7,D,5.0,24,5.8,0,72,2024-07-20,419000
PROP_002536,University Area,Single Family,1439.0,3,2.0,2001,23,0.14,2,1,1,0,23,8.5,E,6.0,17,6.5,120,9,2024-09-19,359000
PROP_002537,University Area,Single Family,1491.0,3,2.0,1975,49,0.13,0,0,1,0,49,6.5,E,7.0,20,6.2,0,47,2024-07-17,280000
PROP_002538,Midtown,Multi-Family,1499.0,3,3.0,2000,24,0.11,0,0,1,2003,21,10.0,F,7.0,13,1.9,0,53,2024-08-16,423000
PROP_002539,University Area,Condo,500.0,1,1.5,1972,52,0.0,1,0,0,0,52,7.3,F,7.0,24,7.5,489,9,2024-08-28,80000
PROP_002540,University Area,Condo,970.0,2,1.5,1934,90,0.0,3,0,1,2012,12,5.6,D,6.0,20,6.5,506,58,2024-07-14,198000
PROP_002541,Tech Hub,Single Family,1852.0,5,5.0,2019,5,0.31,1,0,0,2001,23,10.0,A,7.0,19,5.5,0,57,2024-07-17,791000
PROP_002542,University Area,Condo,832.0,2,2.0,2017,7,,2,0,1,2020,4,10.0,A,5.0,23,6.3,246,7,2024-09-14,235000
PROP_002543,University Area,Multi-Family,2861.0,5,4.5,2022,2,0.21,0,0,0,2001,23,10.0,A,6.0,17,7.0,152,17,2024-08-29,654000
PROP_002544,Historic District,Multi-Family,1577.0,3,3.0,2007,17,0.11,2,0,1,2009,15,9.2,D,8.0,11,1.0,0,127,2024-05-12,520000
PROP_002545,Midtown,Condo,583.0,1,1.0,2005,19,0.0,2,0,1,0,19,8.6,F,6.0,15,3.8,548,3,2024-09-18,158000
PROP_002546,Suburbs,Single Family,1366.0,3,3.5,1996,28,0.53,2,0,0,0,28,7.9,D,7.0,5,11.3,0,11,2024-10-19,331000
PROP_002547,Downtown,Single Family,1358.0,3,3.5,1952,72,1.07,0,0,1,0,72,5.2,E,5.0,21,1.6,0,38,2024-08-13,342000
PROP_002548,Suburbs,Single Family,535.1999999999999,4,3.0,1961,63,0.13,1,0,0,2002,22,8.8,F,8.0,13,13.1,0,155,2024-05-26,376000
PROP_002549,Suburbs,Single Family,1012.0,2,2.5,1973,51,0.1,1,1,1,0,51,8.3,F,8.0,6,11.3,84,13,2024-10-18,246000
PROP_002550,Downtown,Single Family,2084.0,4,3.0,2017,7,0.28,3,0,1,0,7,10.0,A,6.0,27,2.5,147,76,2024-07-26,781000
PROP_002551,Suburbs,Single Family,2383.0,5,5.0,1959,65,0.45,1,0,0,0,65,5.6,E,9.0,9,11.1,0,20,2024-10-01,414000
PROP_002552,Midtown,Single Family,1380.0,3,3.0,2019,5,0.18,0,1,0,0,5,9.9,A,7.0,22,2.1,0,19,2024-08-26,461000
PROP_002553,University Area,Ranch,2099.0,4,4.5,1994,30,0.3,2,0,1,0,30,9.5,D,7.0,23,6.3,0,249,2024-02-15,506000
PROP_002554,Residential Park,Condo,583.0,1,1.0,2007,17,0.0,2,0,0,2018,6,9.9,D,9.0,8,11.4,514,76,2024-07-03,164000
PROP_002555,Downtown,Multi-Family,2645.0,5,5.0,1950,74,0.97,2,0,0,0,74,5.9,F,7.0,26,0.1,0,12,2024-10-06,662000
PROP_002556,Residential Park,Townhouse,1566.0,3,3.0,1971,53,0.05,3,0,0,2019,5,7.6,B,10.0,6,10.7,179,9,2024-09-26,425000
PROP_002557,Waterfront,Single Family,1831.0,3,2.0,2021,3,1.78,2,0,0,2007,17,,A,7.0,7,2.6,0,3,2024-09-26,915000
PROP_002558,Uptown,Townhouse,1194.0,2,1.0,1971,53,0.15,3,0,0,0,53,6.3,F,9.0,16,4.7,284,29,2024-09-05,304000
PROP_002559,Downtown,Single Family,500.0,1,1.0,1974,50,0.39,2,0,0,0,50,5.8,F,5.0,23,1.4,0,18,2024-09-21,114000
PROP_002560,Waterfront,Condo,707.0,1,1.0,1962,62,0.0,1,0,0,0,62,5.2,E,6.0,12,2.1,243,21,2024-08-15,185000
PROP_002561,University Area,Single Family,1087.0,2,1.0,1953,71,0.2,3,0,1,2016,8,6.8,D,6.0,16,5.2,60,25,2024-09-28,222000
PROP_002562,Tech Hub,Ranch,1208.0,2,1.5,1967,57,0.36,2,0,0,0,57,7.2,E,7.0,14,4.3,0,212,2024-02-04,295000
PROP_002563,Downtown,Single Family,1461.0,3,2.0,2002,22,0.15,1,0,0,0,22,9.9,D,6.0,20,2.1,0,1,2024-10-13,483000
PROP_002564,Downtown,Single Family,1190.0,2,2.0,1989,35,0.05,2,0,1,0,35,7.3,D,7.0,26,2.3,0,24,2024-08-26,353000
PROP_002565,Suburbs,Ranch,1270.0,1,1.0,1996,28,0.2,1,0,1,0,28,7.3,F,7.0,6,12.3,0,3,2024-10-05,195000
PROP_002566,Uptown,Single Family,870.0,3,3.5,1952,72,0.22,0,0,0,0,72,7.2,D,9.0,7,5.6,0,50,2024-08-16,193000
PROP_002567,Uptown,Townhouse,949.0,2,2.0,2012,12,0.07,2,0,1,2004,20,10.0,A,8.0,11,4.4,246,2,2024-09-25,342000
PROP_002568,Uptown,Townhouse,1592.0,3,3.5,2011,13,0.82,2,0,1,2021,3,10.0,A,8.0,11,4.2,129,65,2024-07-06,618000
PROP_002569,University Area,Multi-Family,1603.0,4,3.5,1926,98,0.08,2,0,0,2019,5,5.8,C,7.0,20,6.6,0,91,2024-07-29,254000
PROP_002570,Residential Park,Ranch,1394.0,2,1.0,1982,42,0.16,1,1,0,0,42,6.8,D,9.0,8,11.4,0,159,2024-05-04,318000
PROP_002571,Suburbs,Ranch,1417.0,4,4.0,1939,85,0.05,3,0,0,0,85,3.0,D,7.0,6,11.7,0,5,2024-10-16,253000
PROP_002572,Residential Park,Single Family,1569.0,3,3.5,2012,12,0.23,0,0,1,0,12,8.9,A,9.0,7,9.9,0,173,2024-03-13,445000
